n2316 g4957
n1791 g748
n1792 g747
n3026 g3504
n451 g2089
n1793 g746
n915 g1625
n1794 g745
n1795 g744
n1192 g1348
n1796 g743
n1797 g742
n1798 g741
n1799 g740
n3309 g4737
n1800 g739
n2959 g3569
n1349 g1191
n1801 g738
n1802 g737
n1803 g736
n1804 g735
n716 g1824
n1805 g734
n1807 g732
n4368 g4893
n3224 g4717
n845 g1704
n1808 g731
n405 g2135
n1809 g730
n3776 g4212
n1483 g1057
n1810 g729
n2330 g3269
n2634 g2976
n1811 g728
n1633 g906
n1812 g727
n1813 g726
n1814 g725
n4159 g3839
n1416 g1124
n1817 g723
n4220 g3771
n2995 g3537
n1818 g722
n1819 g721
n3832 g4162
n1820 g720
n326 g2214
n1821 g719
n3296 g4681
n3559 g4430
n359 g2181
n1822 g718
n1627 g912
n1823 g717
n175 g2365
n1824 g716
n2487 g3110
n1601 g939
n1825 g715
n3708 g4296
n276 g2264
n1826 g714
n381 g2159
n1827 g713
n2241 g2534
n1828 g712
n1026 g1514
n1829 g711
n1830 g710
n497 g2039
n1831 g709
n1832 g708
n3301 g4742
n1833 g707
n2318 g3278
n2394 g3203
n1835 g705
n1836 g704
n820 g1733
n1837 g703
n1838 g702
n1839 g701
n2517 g3082
n1482 g1058
n1840 g700
n3108 g3422
n1466 g1074
n1841 g699
n1842 g698
n1843 g697
n1789 g750
n1844 g696
n1845 g695
n1846 g694
n1847 g693
n4484 g2651
n956 g1584
n1731 g808
n1851 g689
n1852 g688
n1853 g687
n1854 g686
n2264 g3334
n1855 g685
n1856 g684
n3450 g4544
n2518 g3065
n1857 g683
n1858 g682
n4228 g3763
n1859 g681
n1077 g1463
n1860 g680
n1224 g1316
n1861 g679
n1862 g678
n1863 g677
n1864 g676
n1865 g675
n3372 g4581
n1866 g674
n3963 g4022
n534 g2003
n1867 g673
n1868 g672
n1869 g671
n3815 g4177
n1870 g670
n1321 g1219
n1871 g669
n1872 g668
n104 g2466
n1873 g667
n3200 g4797
n1874 g666
n1721 g818
n1875 g665
n1876 g664
n3031 g3510
n1877 g663
n1878 g662
n4421 g2714
n1879 g661
n1880 g660
n3284 g4687
n1881 g659
n3745 g4248
n1152 g1388
n1882 g658
n3010 g3519
n1883 g657
n1885 g655
n993 g1547
n1250 g1290
n1886 g654
n1887 g653
n1888 g652
n1889 g651
n3910 g4092
n1890 g650
n2492 g3099
n1666 g873
n1891 g649
n1892 g648
n1893 g647
n1896 g644
n355 g2185
n1897 g643
n1898 g642
n1899 g641
n1900 g640
n1901 g639
n1902 g638
n4370 g4890
n1903 g637
n3588 g4404
n1904 g636
n2998 g3534
n1906 g634
n4253 g3737
n1907 g633
n1908 g632
n1909 g631
n525 g2015
n1910 g630
n141 g2399
n1911 g629
n70 g2510
n990 g1550
n1912 g628
n4353 g4916
n1913 g627
n4300 g4840
n3425 g4555
n1914 g626
n3995 g3998
n1915 g625
n1697 g842
n1916 g624
n1596 g944
n1917 g623
n1918 g622
n1919 g621
n1920 g620
n1921 g619
n1922 g618
n430 g2110
n1925 g615
n4478 g2657
n1926 g614
n2887 g3641
n1927 g613
n4424 g2711
n1928 g612
n3643 g4357
n1929 g611
n3753 g4230
n1930 g610
n635 g1905
n1931 g609
n1932 g608
n4284 g4858
n676 g1862
n1933 g607
n2849 g3685
n1374 g1166
n1934 g606
n1935 g605
n1936 g604
n1937 g603
n1938 g602
n4214 g3783
n1939 g601
n4191 g3801
n1940 g600
n1941 g599
n3848 g4146
n2336 g3263
n927 g1613
n1942 g598
n949 g1591
n1943 g597
n1924 g616
n1944 g596
n3048 g3480
n244 g2296
n1945 g595
n4579 g4871
n4263 g3723
n2254 g3344
n2445 g3153
n1946 g594
n2636 g2975
n1849 g691
n1947 g593
n2764 g2830
n1949 g591
n1950 g590
n311 g2229
n1951 g589
n1952 g588
n1954 g586
n1955 g585
n1956 g584
n1958 g582
n1959 g581
n1961 g579
n1962 g578
n226 g2314
n1963 g577
n1848 g692
n1964 g576
n3192 g4805
n1965 g575
n2928 g3603
n404 g2136
n1966 g574
n650 g1890
n1967 g573
n1968 g572
n1969 g571
n1970 g570
n4101 g3885
n3098 g3433
n1972 g568
n1973 g567
n1974 g566
n1975 g565
n2775 g2822
n1976 g564
n1977 g563
n1978 g562
n86 g2490
n1979 g561
n3374 g4580
n588 g1963
n1980 g560
n1981 g559
n1982 g558
n1037 g1503
n1983 g557
n1160 g1380
n1984 g556
n1985 g555
n1986 g554
n1987 g553
n1988 g552
n1989 g551
n1990 g550
n1991 g549
n3718 g4291
n1992 g548
n2577 g3018
n1993 g547
n1493 g1047
n1994 g546
n1775 g764
n1995 g545
n2931 g3600
n1996 g544
n1997 g543
n3096 g3435
n1998 g542
n2914 g3615
n1999 g541
n3421 g4557
n2440 g3158
n2571 g3025
n2000 g540
n2001 g539
n2002 g538
n59 g2521
n2003 g537
n2004 g536
n2005 g535
n2006 g534
n2007 g533
n2579 g3017
n2008 g532
n552 g2014
n669 g1869
n2009 g531
n3675 g4308
n2010 g530
n1613 g927
n2011 g529
n3664 g4346
n2012 g528
n3888 g4104
n2013 g527
n726 g1814
n2014 g526
n2015 g525
n3119 g3418
n2255 g3343
n2327 g3272
n2016 g524
n2017 g523
n2018 g522
n4377 g4880
n1512 g1028
n2019 g521
n2020 g520
n2021 g519
n2022 g518
n1923 g617
n2023 g517
n1092 g1448
n1433 g1107
n2024 g516
n560 g1980
n1599 g941
n2025 g515
n2481 g3113
n522 g2042
n2026 g514
n2911 g3617
n1222 g1318
n2028 g512
n3937 g4050
n648 g1892
n1257 g1283
n2029 g511
n2030 g510
n72 g2508
n2031 g509
n2032 g508
n1316 g1224
n2033 g507
n1769 g770
n2034 g506
n2035 g505
n2036 g504
n2037 g503
n734 g1806
n2038 g502
n2039 g501
n3083 g3454
n2557 g3047
n2042 g498
n2612 g2982
n2043 g497
n3316 g4672
n285 g2255
n2044 g496
n2045 g495
n2047 g493
n2926 g3605
n2048 g492
n4286 g4856
n2049 g491
n2050 g490
n447 g2093
n2052 g488
n2053 g487
n2054 g486
n3080 g3456
n2544 g3066
n4431 g2704
n1555 g985
n2055 g485
n3533 g4498
n3611 g4385
n3994 g3999
n2051 g489
n2056 g484
n2555 g3049
n2057 g483
n2891 g3657
n2058 g482
n2841 g3693
n3136 g3395
n2059 g481
n3511 g4478
n2060 g480
n3793 g4196
n2061 g479
n207 g2333
n2062 g478
n2063 g477
n2064 g476
n2065 g475
n2066 g474
n2067 g473
n2069 g471
n2070 g470
n2236 g2435
n1539 g1001
n2071 g469
n81 g2497
n2072 g468
n3173 g3351
n1665 g874
n2073 g467
n2074 g466
n3764 g4219
n720 g1820
n2075 g465
n4277 g4865
n2077 g463
n2229 g2468
n2078 g462
n2079 g461
n2762 g2831
n2080 g460
n2081 g459
n3340 g4597
n2082 g458
n808 g1716
n2083 g457
n493 g2047
n945 g1595
n2084 g456
n2085 g455
n378 g2162
n2086 g454
n263 g2277
n1419 g1121
n2087 g453
n2088 g452
n2089 g451
n729 g1811
n2090 g450
n2091 g449
n2092 g448
n3921 g4069
n2093 g447
n2094 g446
n1138 g1402
n2095 g445
n2898 g3634
n2096 g444
n2097 g443
n2098 g442
n4440 g2695
n2099 g441
n2377 g3218
n1884 g656
n2101 g439
n2103 g437
n2104 g436
n1457 g1083
n2105 g435
n2106 g434
n2109 g432
n2111 g431
n2113 g430
n3477 g4519
n1612 g928
n2115 g429
n896 g1644
n2117 g428
n3654 g4329
n2119 g427
n3359 g4651
n1456 g1084
n2121 g426
n925 g1615
n2108 g425
n4127 g3863
n4595 g3736
n2745 g2848
n2110 g424
n1335 g1205
n2112 g423
n3073 g3465
n2499 g3104
n2114 g422
n2116 g421
n437 g2103
n2118 g420
n594 g1942
n2120 g419
n4233 g3755
n2123 g417
n3207 g4790
n2125 g416
n2127 g415
n2129 g414
n3109 g3428
n2131 g413
n761 g1773
n2133 g412
n3248 g4705
n1948 g592
n2135 g411
n2137 g410
n2102 g438
n2124 g409
n3379 g4641
n2367 g3228
n2126 g408
n3565 g4424
n2130 g406
n3641 g4358
n3113 g3417
n2132 g405
n3302 g4741
n2134 g404
n2436 g3162
n2136 g403
n604 g1932
n2138 g402
n3407 g4627
n2139 g401
n3287 g4749
n4176 g3822
n2140 g400
n3550 g4439
n2141 g399
n2626 g2968
n2678 g2914
n2142 g398
n836 g1694
n2143 g397
n4155 g3834
n2144 g396
n2279 g3319
n1104 g1436
n1117 g1423
n2145 g395
n4003 g3988
n2146 g394
n2148 g392
n1436 g1104
n1563 g977
n2076 g464
n2149 g391
n1333 g1207
n2150 g390
n1527 g1013
n2151 g389
n3225 g4780
n2152 g388
n2153 g387
n3822 g4202
n3077 g3451
n2154 g386
n4160 g3831
n2771 g2823
n2041 g499
n2068 g472
n2155 g385
n1751 g788
n2156 g384
n1391 g1149
n2157 g383
n2158 g382
n1500 g1040
n1750 g789
n2159 g381
n503 g2031
n2160 g380
n3863 g4125
n394 g2146
n642 g1898
n2161 g379
n780 g1758
n2162 g378
n1247 g1293
n2163 g377
n529 g2009
n2165 g375
n2166 g374
n2167 g373
n984 g1556
n1378 g1162
n2168 g372
n2966 g3555
n2169 g371
n4625 g4829
n636 g1904
n2170 g370
n4428 g2707
n2171 g369
n4052 g3953
n1960 g580
n2172 g368
n3578 g4411
n2173 g367
n2174 g366
n64 g2516
n2147 g393
n2175 g365
n2964 g3581
n2176 g364
n3548 g4441
n2177 g363
n2164 g376
n2178 g362
n2179 g361
n2824 g2760
n2180 g360
n2181 g359
n2182 g358
n626 g1945
n2183 g357
n2184 g356
n2185 g355
n2434 g3164
n2186 g354
n2188 g352
n907 g1633
n2190 g350
n3710 g4295
n4015 g3976
n2191 g349
n2192 g348
n2193 g347
n2194 g346
n3128 g3403
n2195 g345
n3956 g4029
n2196 g344
n2197 g343
n2697 g2906
n2232 g2456
n2198 g342
n3230 g4714
n2199 g341
n2200 g340
n2201 g339
n3064 g3462
n1640 g899
n2203 g337
n2204 g336
n2643 g2959
n2205 g335
n2206 g334
n2207 g333
n2208 g332
n2209 g331
n4108 g3892
n2210 g330
n536 g2001
n2211 g329
n2212 g328
n3781 g4239
n3167 g3360
n2213 g327
n2214 g326
n3730 g4285
n1445 g1095
n2215 g325
n3867 g4143
n2505 g3089
n2705 g2890
n2216 g324
n2217 g323
n2218 g322
n28[7] g321
n696 g1842
n28[6] g320
n2128 g407
n28[5] g319
n28[4] g318
n28[3] g317
n4168 g3827
n28[2] g316
n28[1] g315
n28[0] g314
n27[7] g313
n27[6] g312
n370 g2170
n27[5] g311
n27[4] g310
n27[3] g309
n27[2] g308
n27[1] g307
n27[0] g306
n2691 g2900
n5[15] g305
n2187 g353
n5[14] g304
n4367 g4894
n5[13] g303
n5[12] g302
n844 g1690
n972 g1568
n1806 g733
n5[11] g301
n5[10] g300
n917 g1623
n5[9] g299
n2530 g3059
n5[8] g298
n5[7] g297
n2364 g3231
n5[6] g296
n29[0] g2556
n248 g2292
n5[5] g295
n3151 g3379
n5[4] g294
n5[3] g293
n5[2] g292
n1557 g983
n5[1] g291
n3618 g4378
n5[0] g290
n2645 g2958
n26[15] g289
n26[14] g288
n26[13] g287
n4084 g3906
n26[12] g286
n3671 g4339
n2797 g2795
n56 g2415
n1677 g862
n26[11] g285
n2262 g3336
n4472 g2663
n26[10] g284
n2690 g2901
n26[9] g283
n867 g1673
n1834 g706
n26[8] g282
n26[7] g281
n3609 g4387
n26[6] g280
n1413 g1127
n26[4] g278
n3252 g4703
n26[2] g276
n30[8] g3355
n26[1] g275
n1763 g776
n26[0] g274
n25[7] g273
n220 g2320
n25[5] g271
n609 g1927
n25[4] g270
n3882 g4110
n2462 g3148
n25[3] g269
n2738 g2854
n25[2] g268
n1030 g1510
n25[1] g267
n25[0] g266
n24[7] g265
n4061 g3926
n24[6] g264
n1957 g583
n24[4] g262
n24[3] g261
n1089 g1451
n24[2] g260
n1119 g1421
n24[1] g259
n3657 g4350
n24[0] g258
n4520 g2615
n23[15] g257
n3467 g4529
n23[14] g256
n3484 g4512
n23[12] g254
n3013 g3516
n23[11] g253
n2651 g2942
n23[10] g252
n23[8] g250
n23[7] g249
n23[6] g248
n23[5] g247
n2046 g494
n23[4] g246
n268 g2272
n1130 g1410
n23[3] g245
n23[2] g244
n1187 g1353
n23[0] g242
n3959 g4025
n2608 g2986
n22[15] g241
n2474 g3120
n22[14] g240
n644 g1896
n22[13] g239
n2329 g3270
n22[12] g238
n1707 g832
n22[11] g237
n3549 g4440
n22[10] g236
n4452 g2681
n22[9] g235
n3526 g4463
n2870 g3675
n2310 g3286
n22[8] g234
n369 g2171
n1133 g1407
n22[7] g233
n4425 g2710
n22[6] g232
n22[5] g231
n2361 g3234
n22[4] g230
n3952 g4056
n2629 g2965
n22[3] g229
n22[2] g228
n3536 g4496
n22[1] g227
n3860 g4128
n4589 g4026
n331 g2209
n872 g1668
n22[0] g226
n21[15] g225
n3598 g4398
n21[14] g224
n21[13] g223
n4638 g4913
n21[12] g222
n21[11] g221
n2360 g3235
n21[10] g220
n2271 g3327
n21[9] g219
n3659 g4349
n3804 g4185
n3015 g3515
n26[3] g277
n21[8] g218
n1244 g1296
n21[7] g217
n806 g1717
n21[6] g216
n3583 g4449
n21[5] g215
n2822 g2763
n4466 g2667
n1455 g1085
n21[4] g214
n4481 g2654
n21[3] g213
n868 g1672
n21[2] g212
n3317 g4733
n21[1] g211
n1953 g587
n21[0] g210
n3627 g4369
n3796 g4193
n20[15] g209
n2542 g3069
n688 g1850
n20[14] g208
n1233 g1307
n1254 g1286
n20[12] g206
n4586 g2756
n20[10] g204
n20[9] g203
n195 g2345
n20[8] g202
n20[7] g201
n2488 g3126
n2743 g2859
n20[6] g200
n3394 g4570
n1001 g1539
n20[5] g199
n377 g2163
n20[4] g198
n1318 g1222
n20[2] g196
n987 g1553
n20[0] g194
n19[15] g193
n3786 g4235
n532 g2005
n771 g1763
n19[14] g192
n19[13] g191
n19[12] g190
n2027 g513
n19[11] g189
n19[10] g188
n4231 g3760
n2304 g3290
n19[9] g187
n1752 g787
n19[8] g186
n19[7] g185
n390 g2150
n19[6] g184
n19[5] g183
n4229 g3762
n19[4] g182
n3170 g3356
n20[3] g197
n19[3] g181
n4565 g2570
n884 g1656
n19[1] g179
n2993 g3539
n19[0] g178
n4473 g2662
n4556 g2579
n2040 g500
n18[15] g177
n18[14] g176
n18[13] g175
n1066 g1474
n18[12] g174
n18[11] g173
n18[10] g172
n4041 g3947
n1513 g1027
n18[9] g171
n1454 g1086
n18[8] g170
n3147 g3383
n18[7] g169
n3819 g4175
n4603 g3710
n18[6] g168
n18[5] g167
n2882 g3646
n18[4] g166
n18[3] g165
n18[2] g164
n18[1] g163
n18[0] g162
n17[14] g160
n3181 g4816
n17[13] g159
n1372 g1168
n17[12] g158
n23[9] g251
n17[11] g157
n3067 g3468
n2444 g3154
n17[10] g156
n17[9] g155
n433 g2107
n17[8] g154
n17[7] g153
n17[6] g152
n4571 g2564
n17[5] g151
n4124 g3866
n1358 g1182
n17[4] g150
n3531 g4458
n4420 g2715
n17[3] g149
n17[2] g148
n4380 g4875
n24[5] g263
n17[1] g147
n17[0] g146
n3326 g4728
n3282 g4688
n16[15] g145
n267 g2273
n16[14] g144
n3214 g4722
n16[13] g143
n2294 g3309
n2222 g2420
n16[12] g142
n3633 g4363
n16[11] g141
n2510 g3094
n1894 g646
n16[10] g140
n4577 g4876
n1279 g1261
n16[9] g139
n16[8] g138
n16[7] g137
n2895 g3655
n16[6] g136
n16[5] g135
n732 g1808
n16[4] g134
n1363 g1177
n16[3] g133
n19[2] g180
n16[2] g132
n3087 g3443
n16[1] g131
n16[0] g130
n3648 g4332
n15[15] g129
n4550 g2585
n58 g2522
n75 g2505
n15[14] g128
n15[13] g127
n15[12] g126
n180 g2360
n15[11] g125
n15[10] g124
n250 g2290
n863 g1677
n876 g1664
n15[9] g123
n1422 g1118
n15[8] g122
n15[7] g121
n4470 g2676
n1474 g1066
n15[6] g120
n1000 g1540
n1211 g1329
n15[5] g119
n15[4] g118
n2324 g3275
n743 g1792
n15[3] g117
n15[2] g116
n15[1] g115
n15[0] g114
n4107 g3879
n14[15] g113
n3876 g4138
n14[14] g112
n3162 g3367
n970 g1570
n14[13] g111
n3931 g4081
n14[12] g110
n2992 g3540
n14[11] g109
n1653 g886
n14[10] g108
n14[9] g107
n14[8] g106
n2202 g338
n14[7] g105
n14[6] g104
n1816 g724
n14[5] g103
n14[4] g102
n14[3] g101
n14[2] g100
n3725 g4258
n1188 g1352
n14[1] g99
n3116 g3414
n2495 g3106
n14[0] g98
n13[15] g97
n2631 g2963
n13[14] g96
n1444 g1096
n13[13] g95
n1562 g978
n13[12] g94
n4544 g2591
n687 g1851
n13[11] g93
n13[10] g92
n13[9] g91
n13[8] g90
n13[7] g89
n13[6] g88
n13[5] g87
n13[4] g86
n3221 g4782
n2107 g433
n13[3] g85
n3457 g4539
n13[2] g84
n4372 g4887
n4610 g2791
n272 g2268
n13[1] g83
n1971 g569
n13[0] g82
n3185 g4812
n3416 g4559
n12[15] g81
n620 g1916
n12[14] g80
n12[13] g79
n4013 g3978
n1069 g1471
n1905 g635
n12[12] g78
n12[11] g77
n106 g2463
n1003 g1537
n23[1] g243
n12[10] g76
n3057 g3474
n12[9] g75
n12[8] g74
n2122 g418
n12[7] g73
n12[6] g72
n2821 g2765
n12[5] g71
n12[4] g70
n3139 g3394
n1667 g872
n12[3] g69
n12[2] g68
n4331 g4937
n12[1] g67
n12[0] g66
n3234 g4712
n11[15] g65
n11[14] g64
n11[13] g63
n11[12] g62
n4462 g2671
n11[11] g61
n4292 g4850
n2681 g2911
n1214 g1326
n11[10] g60
n3782 g4209
n11[9] g59
n3258 g4700
n3891 g4101
n1208 g1332
n11[8] g58
n3350 g4592
n11[7] g57
n746 g1789
n11[6] g56
n11[5] g55
n11[4] g54
n3756 g4227
n11[3] g53
n2805 g2787
n630 g1910
n11[2] g52
n2100 g440
n11[1] g51
n3315 g4734
n4255 g3734
n11[0] g50
n2272 g3326
n10[14] g48
n10[13] g47
n99 g2473
n35 g2446
n376 g2164
n10[12] g46
n4346 g4923
n4164 g3829
n277 g2263
n10[11] g45
n10[10] g44
n3451 g4603
n10[9] g43
n2420 g3178
n1588 g952
n10[8] g42
n10[7] g41
n3567 g4422
n2861 g3663
n10[6] g40
n548 g1988
n10[5] g39
n26[5] g279
n10[4] g38
n10[3] g37
n4086 g3905
n10[2] g36
n10[1] g35
n10[0] g34
n9[15] g33
n4129 g3861
n358 g2182
n9[14] g32
n384 g2156
n9[13] g31
n4134 g3857
n9[12] g30
n3022 g3508
n9[11] g29
n9[10] g28
n2885 g3643
n9[9] g27
n1895 g645
n23[13] g255
n9[8] g26
n9[7] g25
n4142 g3851
n20[11] g205
n9[6] g24
n9[5] g23
n3602 g4394
n2747 g2846
n9[4] g22
n9[3] g21
n9[2] g20
n3571 g4418
n4011 g3980
n9[1] g19
n1671 g868
n10[15] g49
n9[0] g18
n2358 g3237
n8[15] g17
n2981 g3561
n8[14] g16
n365 g2175
n931 g1609
n8[13] g15
n8[12] g14
n237 g2303
n498 g2036
n8[11] g13
n1268 g1272
n2189 g351
n8[10] g12
n8[9] g11
n4514 g2621
n1679 g860
n8[8] g10
n3363 g4649
n8[7] g9
n3874 g4139
n1095 g1445
n1850 g690
n8[6] g8
n3460 g4536
n8[5] g7
n1175 g1365
n8[4] g6
n3742 g4279
n8[3] g5
n8[2] g4
n8[1] g3
n3573 g4416
n8[0] g2
n3175 g3348
n255 g2285
n20[13] g207
n7 g1
n6 g0
n4[15] n4[15]
n3801 g4188
n4[14] n4[14]
n2382 g3217
n4[13] n4[13]
n25[6] g272
n4[12] n4[12]
n20[1] g195
n17[15] g161
n4[11] n4[11]
n2421 g3177
n1050 g1490
n1754 g785
n4[10] n4[10]
n1616 g924
n4[9] n4[9]
n4451 g2682
n4[8] n4[8]
n3250 g4704
n4237 g3752
n4[7] n4[7]
n2990 g3542
n4[6] n4[6]
n3649 g4354
n1565 g975
n4[5] n4[5]
n898 g1642
n4[4] n4[4]
n3352 g4591
n2880 g3648
n1465 g1075
n4[3] n4[3]
n4[2] n4[2]
n815 g1738
n4[1] n4[1]
n2606 g2988
n4[0] n4[0]
n3341 g4660
n3 n3
n2704 g2891
n2 n2
n1 n1
n0 n0
