n3590 g3851
n3035 g3155
n2468 g820
n1446 g1834
n1737 g1835
n3423 g3557
n155 g3168
n1736 g1836
n866 g2416
n1734 g1838
n1733 g1839
n585 g2707
n1732 g1840
n1730 g1842
n156 g3166
n1427 g1845
n263 g3006
n2087 g1201
n1419 g1853
n347 g2949
n427 g2869
n2611 g478
n2782 g305
n1418 g1854
n1414 g1858
n2715 g372
n1412 g1860
n4[30] g713
n1411 g1861
n1410 g1862
n1406 g1866
n3338 g3661
n1404 g1868
n2551 g538
n2888 g191
n1402 g1870
n1401 g1871
n3[59] g675
n1315 g1957
n1400 g1872
n1394 g1878
n1392 g1880
n2157 g1131
n1391 g1881
n1701 g1579
n1390 g1882
n2359 g929
n1389 g1883
n1388 g1884
n1385 g1887
n639 g2653
n805 g2482
n1383 g1889
n603 g2689
n3[41] g657
n1381 g1891
n2388 g900
n1248 g2024
n984 g2304
n2168 g1120
n1378 g1894
n1377 g1895
n3041 g3137
n2830 g257
n1140 g2124
n1371 g1901
n1574 g1706
n1365 g1907
n657 g2635
n1639 g1641
n1362 g1910
n1361 g1911
n386 g2910
n625 g2667
n1360 g1912
n1237 g2035
n1403 g1869
n1359 g1913
n5[60] g604
n1357 g1915
n1356 g1916
n3507 g3456
n1353 g1919
n105 g3225
n1345 g1927
n2[0] n2[0]
n1342 g1930
n3070 g3050
n3[16] g632
n3188 g80
n1203 g2061
n1778 g1510
n1340 g1932
n1338 g1934
n1337 g1935
n341 g2955
n1331 g1941
n2638 g451
n1329 g1943
n1326 g1946
n3126 g5
n1325 g1947
n3428 g3552
n4[43] g726
n1324 g1948
n1871 g1417
n1321 g1951
n2033 g1255
n1316 g1956
n825 g2457
n4[26] g709
n1312 g1960
n750 g2542
n2400 g888
n1310 g1962
n1309 g1963
n793 g2497
n3171 g109
n1306 g1966
n1304 g1968
n1303 g1969
n2357 g931
n1297 g1975
n300 g2996
n2458 g830
n1294 g1978
n2356 g932
n1291 g1981
n1288 g1984
n3247 g3758
n874 g2409
n1285 g1987
n2736 g351
n1284 g1988
n2842 g245
n1283 g1989
n2834 g253
n1282 g1990
n3[9] g625
n1279 g1993
n1277 g1995
n1276 g1996
n1275 g1997
n1274 g1998
n1273 g1999
n1272 g2000
n2412 g876
n1132 g2132
n1271 g2001
n2189 g1099
n1268 g2004
n1267 g2005
n1265 g2007
n1259 g2013
n648 g2644
n2029 g1259
n1257 g2015
n728 g2564
n1256 g2016
n1255 g2017
n1253 g2019
n3402 g3583
n2722 g365
n2240 g1048
n1252 g2020
n3260 g3745
n1246 g2026
n1244 g2028
n7[31] g3789
n143 g3185
n1242 g2030
n1334 g1938
n1063 g2201
n3408 g3576
n1369 g1903
n1241 g2031
n1236 g2036
n1235 g2037
n2317 g971
n3092 g27
n1339 g1933
n1234 g2038
n1097 g2167
n1232 g2040
n3333 g3668
n3[54] g670
n1441 g2045
n2746 g341
n1440 g2046
n3592 g3849
n2410 g878
n1439 g2047
n1438 g2048
n1435 g2051
n519 g2777
n1432 g2054
n919 g2369
n5[44] g588
n3152 g14
n1431 g2055
n1207 g2057
n822 g2460
n1344 g1928
n1205 g2059
n1204 g2060
n1202 g2062
n1201 g2063
n3403 g3582
n2349 g939
n1200 g2064
n1197 g2067
n1319 g1953
n1196 g2068
n1088 g2176
n1194 g2070
n1084 g2180
n1190 g2074
n1189 g2075
n3468 g3503
n1185 g2079
n3487 g3479
n1182 g2082
n3610 g3831
n192 g3112
n847 g2435
n2328 g960
n1181 g2083
n964 g2330
n1078 g2186
n1032 g2232
n1180 g2084
n1174 g2090
n1173 g2091
n556 g2736
n1171 g2093
n1170 g2094
n1070 g2194
n1169 g2095
n1166 g2098
n3607 g3834
n199 g3102
n1162 g2102
n601 g2691
n1159 g2105
n1158 g2106
n1157 g2107
n1156 g2108
n1154 g2110
n1147 g2117
n2538 g750
n1604 g1676
n2[55] n2[55]
n1146 g2118
n1144 g2120
n1141 g2123
n1139 g2125
n1135 g2129
n268 g3350
n1130 g2134
n2408 g880
n1123 g2141
n1121 g2143
n1168 g2096
n1120 g2144
n1119 g2145
n2279 g1009
n2145 g1143
n1104 g2160
n1117 g2147
n1114 g2150
n2[96] n2[96]
n1113 g2151
n410 g2886
n1109 g2155
n91 g3239
n783 g2509
n1106 g2158
n1096 g2168
n8[6] g614
n1850 g1438
n1095 g2169
n1094 g2170
n1093 g2171
n2024 g1264
n1433 g2053
n1092 g2172
n1089 g2175
n1085 g2179
n1081 g2183
n3591 g3850
n1079 g2185
n596 g2696
n1074 g2190
n577 g2715
n3178 g96
n2831 g256
n1687 g1593
n1073 g2191
n1161 g2103
n1072 g2192
n1905 g1383
n1069 g2195
n3[46] g662
n2[37] n2[37]
n1068 g2196
n3617 g3824
n424 g2872
n1059 g2205
n1057 g2207
n1055 g2209
n5[19] g563
n1048 g2216
n2739 g348
n1046 g2218
n1043 g2221
n3572 g3376
n606 g2686
n983 g2305
n1040 g2224
n3085 g3005
n1537 g1743
n1038 g2226
